Month,President,Party,MQScore,Justice,Value
May-16,Obama,Dem,J3MQ,[Obama 4],-2.1309
May-16,Obama,Dem,J4MQ,E Kagan,-1.5824
May-16,Obama,Dem,J5MQ,[Clinton 4],-1.4821
May-16,Obama,Dem,J6MQ,J Roberts,0.9303
May-16,Obama,Dem,J7MQ,[GWBush 3],1.3735
May-16,Obama,Dem,J8MQ,[GWBush 4],1.3735
May-16,Obama,Dem,J9MQ,S Alito,1.8167
Apr-16,Obama,Dem,J1MQ,S Sotomayor,-2.6794
Apr-16,Obama,Dem,J2MQ,[Obama 3],-2.1309
Apr-16,Obama,Dem,J3MQ,[Obama 4],-2.1309
Apr-16,Obama,Dem,J4MQ,E Kagan,-1.5824
Apr-16,Obama,Dem,J5MQ,[Clinton 4],-1.4821
Apr-16,Obama,Dem,J6MQ,J Roberts,0.9303
Apr-16,Obama,Dem,J7MQ,[GWBush 3],1.3735
Apr-16,Obama,Dem,J8MQ,[GWBush 4],1.3735
Apr-16,Obama,Dem,J9MQ,S Alito,1.8167
Mar-16,Obama,Dem,J1MQ,S Sotomayor,-2.6794
Mar-16,Obama,Dem,J2MQ,[Obama 3],-2.1309
Mar-16,Obama,Dem,J3MQ,[Obama 4],-2.1309
Mar-16,Obama,Dem,J4MQ,E Kagan,-1.5824
Mar-16,Obama,Dem,J5MQ,[Clinton 4],-1.4821
Mar-16,Obama,Dem,J6MQ,J Roberts,0.9303
Mar-16,Obama,Dem,J7MQ,[GWBush 3],1.3735
Mar-16,Obama,Dem,J8MQ,[GWBush 4],1.3735
Mar-16,Obama,Dem,J9MQ,S Alito,1.8167
Feb-16,Obama,Dem,J1MQ,S Sotomayor,-2.6794
Feb-16,Obama,Dem,J2MQ,[Obama 3],-2.1309
Feb-16,Obama,Dem,J3MQ,[Obama 4],-2.1309
Feb-16,Obama,Dem,J4MQ,E Kagan,-1.5824
Feb-16,Obama,Dem,J5MQ,[Clinton 4],-1.4821
Feb-16,Obama,Dem,J6MQ,J Roberts,0.9303
Feb-16,Obama,Dem,J7MQ,[GWBush 3],1.3735
Feb-16,Obama,Dem,J8MQ,[GWBush 4],1.3735
Feb-16,Obama,Dem,J9MQ,S Alito,1.8167
Jan-16,Obama,Dem,J1MQ,S Sotomayor,-2.6794
Jan-16,Obama,Dem,J2MQ,[Obama 3],-2.1309
Jan-16,Obama,Dem,J3MQ,[Obama 4],-2.1309
Jan-16,Obama,Dem,J4MQ,E Kagan,-1.5824
Jan-16,Obama,Dem,J5MQ,[Clinton 4],-1.4821
Jan-16,Obama,Dem,J6MQ,J Roberts,0.9303
Jan-16,Obama,Dem,J7MQ,[GWBush 3],1.3735
Jan-16,Obama,Dem,J8MQ,[GWBush 4],1.3735
Jan-16,Obama,Dem,J9MQ,S Alito,1.8167
Dec-15,Obama,Dem,J1MQ,S Sotomayor,-2.6794
Dec-15,Obama,Dem,J2MQ,[Obama 3],-2.1309
Dec-15,Obama,Dem,J3MQ,[Obama 4],-2.1309
Dec-15,Obama,Dem,J4MQ,E Kagan,-1.5824
Dec-15,Obama,Dem,J5MQ,[Clinton 4],-1.4821
Dec-15,Obama,Dem,J6MQ,J Roberts,0.9303
Dec-15,Obama,Dem,J7MQ,[GWBush 3],1.3735
Dec-15,Obama,Dem,J8MQ,[GWBush 4],1.3735
Dec-15,Obama,Dem,J9MQ,S Alito,1.8167
Nov-15,Obama,Dem,J1MQ,S Sotomayor,-2.6794
Nov-15,Obama,Dem,J2MQ,[Obama 3],-2.1309
Nov-15,Obama,Dem,J3MQ,[Obama 4],-2.1309
Nov-15,Obama,Dem,J4MQ,E Kagan,-1.5824
Nov-15,Obama,Dem,J5MQ,[Clinton 4],-1.4821
Nov-15,Obama,Dem,J6MQ,J Roberts,0.9303
Nov-15,Obama,Dem,J7MQ,[GWBush 3],1.3735
Nov-15,Obama,Dem,J8MQ,[GWBush 4],1.3735
Nov-15,Obama,Dem,J9MQ,S Alito,1.8167
Oct-15,Obama,Dem,J1MQ,S Sotomayor,-2.6794
Oct-15,Obama,Dem,J2MQ,[Obama 3],-2.1309
Oct-15,Obama,Dem,J3MQ,[Obama 4],-2.1309
Oct-15,Obama,Dem,J4MQ,E Kagan,-1.5824
Oct-15,Obama,Dem,J5MQ,[Clinton 4],-1.4821
Oct-15,Obama,Dem,J6MQ,J Roberts,0.9303
Oct-15,Obama,Dem,J7MQ,[GWBush 3],1.3735
Oct-15,Obama,Dem,J8MQ,[GWBush 4],1.3735
Oct-15,Obama,Dem,J9MQ,S Alito,1.8167
Sep-15,Obama,Dem,J1MQ,S Sotomayor,-2.6794
Sep-15,Obama,Dem,J2MQ,[Obama 3],-2.1309
Sep-15,Obama,Dem,J3MQ,[Obama 4],-2.1309
Sep-15,Obama,Dem,J4MQ,E Kagan,-1.5824
Sep-15,Obama,Dem,J5MQ,[Clinton 4],-1.4821
Sep-15,Obama,Dem,J6MQ,J Roberts,0.9303
Sep-15,Obama,Dem,J7MQ,[GWBush 3],1.3735
Sep-15,Obama,Dem,J8MQ,[GWBush 4],1.3735
Sep-15,Obama,Dem,J9MQ,S Alito,1.8167
Aug-15,Obama,Dem,J1MQ,S Sotomayor,-2.6794
Aug-15,Obama,Dem,J2MQ,[Obama 3],-2.1309
Aug-15,Obama,Dem,J3MQ,[Obama 4],-2.1309
Aug-15,Obama,Dem,J4MQ,E Kagan,-1.5824
Aug-15,Obama,Dem,J5MQ,[Clinton 4],-1.4821
Aug-15,Obama,Dem,J6MQ,J Roberts,0.9303
Aug-15,Obama,Dem,J7MQ,[GWBush 3],1.3735
Aug-15,Obama,Dem,J8MQ,[GWBush 4],1.3735
Aug-15,Obama,Dem,J9MQ,S Alito,1.8167
Jul-15,Obama,Dem,J1MQ,S Sotomayor,-2.6794
Jul-15,Obama,Dem,J2MQ,[Obama 3],-2.1309
Jul-15,Obama,Dem,J3MQ,[Obama 4],-2.1309
Jul-15,Obama,Dem,J4MQ,E Kagan,-1.5824
Jul-15,Obama,Dem,J5MQ,[Clinton 4],-1.4821
Jul-15,Obama,Dem,J6MQ,J Roberts,0.9303
Jul-15,Obama,Dem,J7MQ,[GWBush 3],1.3735
Jul-15,Obama,Dem,J8MQ,[GWBush 4],1.3735
Jul-15,Obama,Dem,J9MQ,S Alito,1.8167
Jun-15,Obama,Dem,J1MQ,S Sotomayor,-2.6794
Jun-15,Obama,Dem,J2MQ,[Obama 3],-2.1309
Jun-15,Obama,Dem,J3MQ,[Obama 4],-2.1309
Jun-15,Obama,Dem,J4MQ,E Kagan,-1.5824
Jun-15,Obama,Dem,J5MQ,[Clinton 4],-1.4821
Jun-15,Obama,Dem,J6MQ,J Roberts,0.9303
Jun-15,Obama,Dem,J7MQ,[GWBush 3],1.3735
Jun-15,Obama,Dem,J8MQ,[GWBush 4],1.3735
Jun-15,Obama,Dem,J9MQ,S Alito,1.8167
May-15,Obama,Dem,J1MQ,S Sotomayor,-2.6794
May-15,Obama,Dem,J2MQ,[Obama 3],-2.1309
May-15,Obama,Dem,J3MQ,[Obama 4],-2.1309
May-15,Obama,Dem,J4MQ,E Kagan,-1.5824
May-15,Obama,Dem,J5MQ,[Clinton 4],-1.4821
May-15,Obama,Dem,J6MQ,J Roberts,0.9303
May-15,Obama,Dem,J7MQ,[GWBush 3],1.3735
May-15,Obama,Dem,J8MQ,[GWBush 4],1.3735
May-15,Obama,Dem,J9MQ,S Alito,1.8167
Apr-15,Obama,Dem,J1MQ,S Sotomayor,-2.6794
Apr-15,Obama,Dem,J2MQ,[Obama 3],-2.1309
Apr-15,Obama,Dem,J3MQ,[Obama 4],-2.1309
Apr-15,Obama,Dem,J4MQ,E Kagan,-1.5824
Apr-15,Obama,Dem,J5MQ,[Clinton 4],-1.4821
Apr-15,Obama,Dem,J6MQ,J Roberts,0.9303
Apr-15,Obama,Dem,J7MQ,[GWBush 3],1.3735
Apr-15,Obama,Dem,J8MQ,[GWBush 4],1.3735
Apr-15,Obama,Dem,J9MQ,S Alito,1.8167
Mar-15,Obama,Dem,J1MQ,S Sotomayor,-2.6794
Mar-15,Obama,Dem,J2MQ,[Obama 3],-2.1309
Mar-15,Obama,Dem,J3MQ,[Obama 4],-2.1309
Mar-15,Obama,Dem,J4MQ,E Kagan,-1.5824
Mar-15,Obama,Dem,J5MQ,[Clinton 4],-1.4821
Mar-15,Obama,Dem,J6MQ,J Roberts,0.9303
Mar-15,Obama,Dem,J7MQ,[GWBush 3],1.3735
Mar-15,Obama,Dem,J8MQ,[GWBush 4],1.3735
Mar-15,Obama,Dem,J9MQ,S Alito,1.8167
Feb-15,Obama,Dem,J1MQ,S Sotomayor,-2.6794
Feb-15,Obama,Dem,J2MQ,[Obama 3],-2.1309
Feb-15,Obama,Dem,J3MQ,[Obama 4],-2.1309
Feb-15,Obama,Dem,J4MQ,E Kagan,-1.5824
Feb-15,Obama,Dem,J5MQ,[Clinton 4],-1.4821
Feb-15,Obama,Dem,J6MQ,J Roberts,0.9303
Feb-15,Obama,Dem,J7MQ,[GWBush 3],1.3735
Feb-15,Obama,Dem,J8MQ,[GWBush 4],1.3735
Feb-15,Obama,Dem,J9MQ,S Alito,1.8167
Jan-15,Obama,Dem,J1MQ,S Sotomayor,-2.6794
Jan-15,Obama,Dem,J2MQ,[Obama 3],-2.1309
Jan-15,Obama,Dem,J3MQ,[Obama 4],-2.1309
Jan-15,Obama,Dem,J4MQ,E Kagan,-1.5824
Jan-15,Obama,Dem,J5MQ,[Clinton 4],-1.4821
Jan-15,Obama,Dem,J6MQ,J Roberts,0.9303
Jan-15,Obama,Dem,J7MQ,[GWBush 3],1.3735
Jan-15,Obama,Dem,J8MQ,[GWBush 4],1.3735
Jan-15,Obama,Dem,J9MQ,S Alito,1.8167
Dec-14,Obama,Dem,J1MQ,S Sotomayor,-2.6794
Dec-14,Obama,Dem,J2MQ,[Obama 3],-2.1309
Dec-14,Obama,Dem,J3MQ,[Obama 4],-2.1309
Dec-14,Obama,Dem,J4MQ,E Kagan,-1.5824
Dec-14,Obama,Dem,J5MQ,[Clinton 4],-1.4821
Dec-14,Obama,Dem,J6MQ,J Roberts,0.9303
Dec-14,Obama,Dem,J7MQ,[GWBush 3],1.3735
Dec-14,Obama,Dem,J8MQ,[GWBush 4],1.3735
Dec-14,Obama,Dem,J9MQ,S Alito,1.8167
Nov-14,Obama,Dem,J1MQ,S Sotomayor,-2.6794
Nov-14,Obama,Dem,J2MQ,[Obama 3],-2.1309
Nov-14,Obama,Dem,J3MQ,[Obama 4],-2.1309
Nov-14,Obama,Dem,J4MQ,E Kagan,-1.5824
Nov-14,Obama,Dem,J5MQ,[Clinton 4],-1.4821
Nov-14,Obama,Dem,J6MQ,J Roberts,0.9303
Nov-14,Obama,Dem,J7MQ,[GWBush 3],1.3735
Nov-14,Obama,Dem,J8MQ,[GWBush 4],1.3735
Nov-14,Obama,Dem,J9MQ,S Alito,1.8167
Oct-14,Obama,Dem,J1MQ,S Sotomayor,-2.6794
Oct-14,Obama,Dem,J2MQ,[Obama 3],-2.1309
Oct-14,Obama,Dem,J3MQ,[Obama 4],-2.1309
Oct-14,Obama,Dem,J4MQ,E Kagan,-1.5824
Oct-14,Obama,Dem,J5MQ,[Clinton 4],-1.4821
Oct-14,Obama,Dem,J6MQ,J Roberts,0.9303
Oct-14,Obama,Dem,J7MQ,[GWBush 3],1.3735
Oct-14,Obama,Dem,J8MQ,[GWBush 4],1.3735
Oct-14,Obama,Dem,J9MQ,S Alito,1.8167
Sep-14,Obama,Dem,J1MQ,S Sotomayor,-2.6794
Sep-14,Obama,Dem,J2MQ,[Obama 3],-2.1309
Sep-14,Obama,Dem,J3MQ,[Obama 4],-2.1309
Sep-14,Obama,Dem,J4MQ,E Kagan,-1.5824
Sep-14,Obama,Dem,J5MQ,[Clinton 4],-1.4821
Sep-14,Obama,Dem,J6MQ,J Roberts,0.9303
Sep-14,Obama,Dem,J7MQ,[GWBush 3],1.3735
Sep-14,Obama,Dem,J8MQ,[GWBush 4],1.3735
Sep-14,Obama,Dem,J9MQ,S Alito,1.8167
Aug-14,Obama,Dem,J1MQ,S Sotomayor,-2.6794
Aug-14,Obama,Dem,J2MQ,[Obama 3],-2.1309
Aug-14,Obama,Dem,J3MQ,[Obama 4],-2.1309
Aug-14,Obama,Dem,J4MQ,E Kagan,-1.5824
Aug-14,Obama,Dem,J5MQ,[Clinton 4],-1.4821
Aug-14,Obama,Dem,J6MQ,J Roberts,0.9303
Aug-14,Obama,Dem,J7MQ,[GWBush 3],1.3735
Aug-14,Obama,Dem,J8MQ,[GWBush 4],1.3735
Aug-14,Obama,Dem,J9MQ,S Alito,1.8167
Jul-14,Obama,Dem,J1MQ,S Sotomayor,-2.6794
Jul-14,Obama,Dem,J2MQ,[Obama 3],-2.1309
Jul-14,Obama,Dem,J3MQ,[Obama 4],-2.1309
Jul-14,Obama,Dem,J4MQ,E Kagan,-1.5824
Jul-14,Obama,Dem,J5MQ,[Clinton 4],-1.4821
Jul-14,Obama,Dem,J6MQ,J Roberts,0.9303
Jul-14,Obama,Dem,J7MQ,[GWBush 3],1.3735
Jul-14,Obama,Dem,J8MQ,[GWBush 4],1.3735
Jul-14,Obama,Dem,J9MQ,S Alito,1.8167
Jun-14,Obama,Dem,J1MQ,S Sotomayor,-2.6794
Jun-14,Obama,Dem,J2MQ,[Obama 3],-2.1309
Jun-14,Obama,Dem,J3MQ,[Obama 4],-2.1309
Jun-14,Obama,Dem,J4MQ,E Kagan,-1.5824
Jun-14,Obama,Dem,J5MQ,[Clinton 4],-1.4821
Jun-14,Obama,Dem,J6MQ,J Roberts,0.9303
Jun-14,Obama,Dem,J7MQ,[GWBush 3],1.3735
Jun-14,Obama,Dem,J8MQ,[GWBush 4],1.3735
Jun-14,Obama,Dem,J9MQ,S Alito,1.8167
May-14,Obama,Dem,J1MQ,S Sotomayor,-2.6794
May-14,Obama,Dem,J2MQ,[Obama 3],-2.1309
May-14,Obama,Dem,J3MQ,[Obama 4],-2.1309
May-14,Obama,Dem,J4MQ,E Kagan,-1.5824
May-14,Obama,Dem,J5MQ,[Clinton 4],-1.4821
May-14,Obama,Dem,J6MQ,J Roberts,0.9303
May-14,Obama,Dem,J7MQ,[GWBush 3],1.3735
May-14,Obama,Dem,J8MQ,[GWBush 4],1.3735
May-14,Obama,Dem,J9MQ,S Alito,1.8167
Apr-14,Obama,Dem,J1MQ,S Sotomayor,-2.6794
Apr-14,Obama,Dem,J2MQ,[Obama 3],-2.1309
Apr-14,Obama,Dem,J3MQ,[Obama 4],-2.1309
Apr-14,Obama,Dem,J4MQ,E Kagan,-1.5824
Apr-14,Obama,Dem,J5MQ,[Clinton 4],-1.4821
Apr-14,Obama,Dem,J6MQ,J Roberts,0.9303
Apr-14,Obama,Dem,J7MQ,[GWBush 3],1.3735
Apr-14,Obama,Dem,J8MQ,[GWBush 4],1.3735
Apr-14,Obama,Dem,J9MQ,S Alito,1.8167
Mar-14,Obama,Dem,J1MQ,S Sotomayor,-2.6794
Mar-14,Obama,Dem,J2MQ,[Obama 3],-2.1309
Mar-14,Obama,Dem,J3MQ,[Obama 4],-2.1309
Mar-14,Obama,Dem,J4MQ,E Kagan,-1.5824
Mar-14,Obama,Dem,J5MQ,[Clinton 4],-1.4821
Mar-14,Obama,Dem,J6MQ,J Roberts,0.9303
Mar-14,Obama,Dem,J7MQ,[GWBush 3],1.3735
Mar-14,Obama,Dem,J8MQ,[GWBush 4],1.3735
Mar-14,Obama,Dem,J9MQ,S Alito,1.8167
Feb-14,Obama,Dem,J1MQ,S Sotomayor,-2.6794
Feb-14,Obama,Dem,J2MQ,[Obama 3],-2.1309
Feb-14,Obama,Dem,J3MQ,[Obama 4],-2.1309
Feb-14,Obama,Dem,J4MQ,E Kagan,-1.5824
Feb-14,Obama,Dem,J5MQ,[Clinton 4],-1.4821
Feb-14,Obama,Dem,J6MQ,J Roberts,0.9303
Feb-14,Obama,Dem,J7MQ,[GWBush 3],1.3735
Feb-14,Obama,Dem,J8MQ,[GWBush 4],1.3735
Feb-14,Obama,Dem,J9MQ,S Alito,1.8167
Jan-14,Obama,Dem,J1MQ,S Sotomayor,-2.6794
Jan-14,Obama,Dem,J2MQ,[Obama 3],-2.1309
Jan-14,Obama,Dem,J3MQ,[Obama 4],-2.1309
Jan-14,Obama,Dem,J4MQ,E Kagan,-1.5824
Jan-14,Obama,Dem,J5MQ,[Clinton 4],-1.4821
Jan-14,Obama,Dem,J6MQ,J Roberts,0.9303
Jan-14,Obama,Dem,J7MQ,[GWBush 3],1.3735
Jan-14,Obama,Dem,J8MQ,[GWBush 4],1.3735
Jan-14,Obama,Dem,J9MQ,S Alito,1.8167
Dec-13,Obama,Dem,J1MQ,S Sotomayor,-2.6794
Dec-13,Obama,Dem,J2MQ,[Obama 3],-2.1309
Dec-13,Obama,Dem,J3MQ,[Obama 4],-2.1309
Dec-13,Obama,Dem,J4MQ,E Kagan,-1.5824
Dec-13,Obama,Dem,J5MQ,[Clinton 4],-1.4821
Dec-13,Obama,Dem,J6MQ,J Roberts,0.9303
Dec-13,Obama,Dem,J7MQ,[GWBush 3],1.3735
Dec-13,Obama,Dem,J8MQ,[GWBush 4],1.3735
Dec-13,Obama,Dem,J9MQ,S Alito,1.8167
Nov-13,Obama,Dem,J1MQ,S Sotomayor,-2.6794
Nov-13,Obama,Dem,J2MQ,[Obama 3],-2.1309
Nov-13,Obama,Dem,J3MQ,[Obama 4],-2.1309
Nov-13,Obama,Dem,J4MQ,E Kagan,-1.5824
Nov-13,Obama,Dem,J5MQ,[Clinton 4],-1.4821
Nov-13,Obama,Dem,J6MQ,J Roberts,0.9303
Nov-13,Obama,Dem,J7MQ,[GWBush 3],1.3735
Nov-13,Obama,Dem,J8MQ,[GWBush 4],1.3735
Nov-13,Obama,Dem,J9MQ,S Alito,1.8167
Oct-13,Obama,Dem,J1MQ,S Sotomayor,-2.6794
Oct-13,Obama,Dem,J2MQ,[Obama 3],-2.1309
Oct-13,Obama,Dem,J3MQ,[Obama 4],-2.1309
Oct-13,Obama,Dem,J4MQ,E Kagan,-1.5824
Oct-13,Obama,Dem,J5MQ,[Clinton 4],-1.4821
Oct-13,Obama,Dem,J6MQ,J Roberts,0.9303
Oct-13,Obama,Dem,J7MQ,[GWBush 3],1.3735
Oct-13,Obama,Dem,J8MQ,[GWBush 4],1.3735
Oct-13,Obama,Dem,J9MQ,S Alito,1.8167
Sep-13,Obama,Dem,J1MQ,S Sotomayor,-2.6794
Sep-13,Obama,Dem,J2MQ,[Obama 3],-2.1309
Sep-13,Obama,Dem,J3MQ,[Obama 4],-2.1309
Sep-13,Obama,Dem,J4MQ,E Kagan,-1.5824
Sep-13,Obama,Dem,J5MQ,[Clinton 4],-1.4821
Sep-13,Obama,Dem,J6MQ,J Roberts,0.9303
Sep-13,Obama,Dem,J7MQ,[GWBush 3],1.3735
Sep-13,Obama,Dem,J8MQ,[GWBush 4],1.3735
Sep-13,Obama,Dem,J9MQ,S Alito,1.8167
Aug-13,Obama,Dem,J1MQ,S Sotomayor,-2.6794
Aug-13,Obama,Dem,J2MQ,[Obama 3],-2.1309
Aug-13,Obama,Dem,J3MQ,[Obama 4],-2.1309
Aug-13,Obama,Dem,J4MQ,E Kagan,-1.5824
Aug-13,Obama,Dem,J5MQ,[Clinton 4],-1.4821
Aug-13,Obama,Dem,J6MQ,J Roberts,0.9303
Aug-13,Obama,Dem,J7MQ,[GWBush 3],1.3735
Aug-13,Obama,Dem,J8MQ,[GWBush 4],1.3735
Aug-13,Obama,Dem,J9MQ,S Alito,1.8167
Jul-13,Obama,Dem,J1MQ,S Sotomayor,-2.6794
Jul-13,Obama,Dem,J2MQ,[Obama 3],-2.1309
Jul-13,Obama,Dem,J3MQ,[Obama 4],-2.1309
Jul-13,Obama,Dem,J4MQ,E Kagan,-1.5824
Jul-13,Obama,Dem,J5MQ,[Clinton 4],-1.4821
Jul-13,Obama,Dem,J6MQ,J Roberts,0.9303
Jul-13,Obama,Dem,J7MQ,[GWBush 3],1.3735
Jul-13,Obama,Dem,J8MQ,[GWBush 4],1.3735
Jul-13,Obama,Dem,J9MQ,S Alito,1.8167
Jun-13,Obama,Dem,J1MQ,S Sotomayor,-2.6794
Jun-13,Obama,Dem,J2MQ,[Obama 3],-2.1309
Jun-13,Obama,Dem,J3MQ,[Obama 4],-2.1309
Jun-13,Obama,Dem,J4MQ,E Kagan,-1.5824
Jun-13,Obama,Dem,J5MQ,[Clinton 4],-1.4821
Jun-13,Obama,Dem,J6MQ,J Roberts,0.9303
Jun-13,Obama,Dem,J7MQ,[GWBush 3],1.3735
Jun-13,Obama,Dem,J8MQ,[GWBush 4],1.3735
Jun-13,Obama,Dem,J9MQ,S Alito,1.8167
May-13,Obama,Dem,J1MQ,S Sotomayor,-2.6794
May-13,Obama,Dem,J2MQ,[Obama 3],-2.1309
May-13,Obama,Dem,J3MQ,[Obama 4],-2.1309
May-13,Obama,Dem,J4MQ,E Kagan,-1.5824
May-13,Obama,Dem,J5MQ,[Clinton 4],-1.4821
May-13,Obama,Dem,J6MQ,J Roberts,0.9303
May-13,Obama,Dem,J7MQ,[GWBush 3],1.3735
May-13,Obama,Dem,J8MQ,[GWBush 4],1.3735
May-13,Obama,Dem,J9MQ,S Alito,1.8167
Apr-13,Obama,Dem,J1MQ,S Sotomayor,-2.6794
Apr-13,Obama,Dem,J2MQ,[Obama 3],-2.1309
Apr-13,Obama,Dem,J3MQ,[Obama 4],-2.1309
Apr-13,Obama,Dem,J4MQ,E Kagan,-1.5824
Apr-13,Obama,Dem,J5MQ,[Clinton 4],-1.4821
Apr-13,Obama,Dem,J6MQ,J Roberts,0.9303
Apr-13,Obama,Dem,J7MQ,[GWBush 3],1.3735
Apr-13,Obama,Dem,J8MQ,[GWBush 4],1.3735
Apr-13,Obama,Dem,J9MQ,S Alito,1.8167
Mar-13,Obama,Dem,J1MQ,S Sotomayor,-2.6794
Mar-13,Obama,Dem,J2MQ,[Obama 3],-2.1309
Mar-13,Obama,Dem,J3MQ,[Obama 4],-2.1309
Mar-13,Obama,Dem,J4MQ,E Kagan,-1.5824
Mar-13,Obama,Dem,J5MQ,[Clinton 4],-1.4821
Mar-13,Obama,Dem,J6MQ,J Roberts,0.9303
Mar-13,Obama,Dem,J7MQ,[GWBush 3],1.3735
Mar-13,Obama,Dem,J8MQ,[GWBush 4],1.3735
Mar-13,Obama,Dem,J9MQ,S Alito,1.8167
Feb-13,Obama,Dem,J1MQ,S Sotomayor,-2.6794
Feb-13,Obama,Dem,J2MQ,[Obama 3],-2.1309
Feb-13,Obama,Dem,J3MQ,[Obama 4],-2.1309
Feb-13,Obama,Dem,J4MQ,E Kagan,-1.5824
Feb-13,Obama,Dem,J5MQ,[Clinton 4],-1.4821
Feb-13,Obama,Dem,J6MQ,J Roberts,0.9303
Feb-13,Obama,Dem,J7MQ,[GWBush 3],1.3735
Feb-13,Obama,Dem,J8MQ,[GWBush 4],1.3735
Feb-13,Obama,Dem,J9MQ,S Alito,1.8167
Jan-13,Obama,Dem,J1MQ,S Sotomayor,-2.6794
Jan-13,Obama,Dem,J2MQ,[Obama 3],-2.1309
Jan-13,Obama,Dem,J3MQ,[Obama 4],-2.1309
Jan-13,Obama,Dem,J4MQ,E Kagan,-1.5824
Jan-13,Obama,Dem,J5MQ,[Clinton 4],-1.4821
Jan-13,Obama,Dem,J6MQ,J Roberts,0.9303
Jan-13,Obama,Dem,J7MQ,[GWBush 3],1.3735
Jan-13,Obama,Dem,J8MQ,[GWBush 4],1.3735
Jan-13,Obama,Dem,J9MQ,S Alito,1.8167
Dec-12,Obama,Dem,J1MQ,S Sotomayor,-2.6794
Dec-12,Obama,Dem,J2MQ,[Obama 3],-2.1309
Dec-12,Obama,Dem,J3MQ,[Obama 4],-2.1309
Dec-12,Obama,Dem,J4MQ,E Kagan,-1.5824
Dec-12,Obama,Dem,J5MQ,[Clinton 4],-1.4821
Dec-12,Obama,Dem,J6MQ,J Roberts,0.9303
Dec-12,Obama,Dem,J7MQ,[GWBush 3],1.3735
Dec-12,Obama,Dem,J8MQ,[GWBush 4],1.3735
Dec-12,Obama,Dem,J9MQ,S Alito,1.8167
Nov-12,Obama,Dem,J1MQ,S Sotomayor,-2.6794
Nov-12,Obama,Dem,J2MQ,[Obama 3],-2.1309
Nov-12,Obama,Dem,J3MQ,[Obama 4],-2.1309
Nov-12,Obama,Dem,J4MQ,E Kagan,-1.5824
Nov-12,Obama,Dem,J5MQ,[Clinton 4],-1.4821
Nov-12,Obama,Dem,J6MQ,J Roberts,0.9303
Nov-12,Obama,Dem,J7MQ,[GWBush 3],1.3735
Nov-12,Obama,Dem,J8MQ,[GWBush 4],1.3735
Nov-12,Obama,Dem,J9MQ,S Alito,1.8167
Oct-12,Obama,Dem,J1MQ,S Sotomayor,-2.6794
Oct-12,Obama,Dem,J2MQ,[Obama 3],-2.1309
Oct-12,Obama,Dem,J3MQ,[Obama 4],-2.1309
Oct-12,Obama,Dem,J4MQ,E Kagan,-1.5824
Oct-12,Obama,Dem,J5MQ,[Clinton 4],-1.4821
Oct-12,Obama,Dem,J6MQ,J Roberts,0.9303
Oct-12,Obama,Dem,J7MQ,[GWBush 3],1.3735
Oct-12,Obama,Dem,J8MQ,[GWBush 4],1.3735
Oct-12,Obama,Dem,J9MQ,S Alito,1.8167
Sep-12,Obama,Dem,J1MQ,S Sotomayor,-2.6794
Sep-12,Obama,Dem,J2MQ,[Obama 3],-2.1309
Sep-12,Obama,Dem,J3MQ,[Obama 4],-2.1309
Sep-12,Obama,Dem,J4MQ,E Kagan,-1.5824
Sep-12,Obama,Dem,J5MQ,[Clinton 4],-1.4821
Sep-12,Obama,Dem,J6MQ,J Roberts,0.9303
Sep-12,Obama,Dem,J7MQ,[GWBush 3],1.3735
Sep-12,Obama,Dem,J8MQ,[GWBush 4],1.3735
Sep-12,Obama,Dem,J9MQ,S Alito,1.8167
Aug-12,Obama,Dem,J1MQ,S Sotomayor,-2.6794
Aug-12,Obama,Dem,J2MQ,[Obama 3],-2.1309
Aug-12,Obama,Dem,J3MQ,[Obama 4],-2.1309
Aug-12,Obama,Dem,J4MQ,E Kagan,-1.5824
Aug-12,Obama,Dem,J5MQ,[Clinton 4],-1.4821
Aug-12,Obama,Dem,J6MQ,J Roberts,0.9303
Aug-12,Obama,Dem,J7MQ,[GWBush 3],1.3735
Aug-12,Obama,Dem,J8MQ,[GWBush 4],1.3735
Aug-12,Obama,Dem,J9MQ,S Alito,1.8167
Jul-12,Obama,Dem,J1MQ,S Sotomayor,-2.6794
Jul-12,Obama,Dem,J2MQ,[Obama 3],-2.1309
Jul-12,Obama,Dem,J3MQ,E Kagan,-1.5824
Jul-12,Obama,Dem,J4MQ,[Clinton 3],-1.4821
Jul-12,Obama,Dem,J5MQ,[Clinton 4],-1.4821
Jul-12,Obama,Dem,J6MQ,J Roberts,0.9303
Jul-12,Obama,Dem,J7MQ,[GWBush 3],1.3735
Jul-12,Obama,Dem,J8MQ,[GWBush 4],1.3735
Jul-12,Obama,Dem,J9MQ,S Alito,1.8167
Jun-12,Obama,Dem,J1MQ,S Sotomayor,-2.6794
Jun-12,Obama,Dem,J2MQ,[Obama 3],-2.1309
Jun-12,Obama,Dem,J3MQ,E Kagan,-1.5824
Jun-12,Obama,Dem,J4MQ,[Clinton 3],-1.4821
Jun-12,Obama,Dem,J5MQ,[Clinton 4],-1.4821
Jun-12,Obama,Dem,J6MQ,J Roberts,0.9303
Jun-12,Obama,Dem,J7MQ,[GWBush 3],1.3735
Jun-12,Obama,Dem,J8MQ,[GWBush 4],1.3735
Jun-12,Obama,Dem,J9MQ,S Alito,1.8167
May-12,Obama,Dem,J1MQ,S Sotomayor,-2.6794
