Month,President,Party,MQScore,Justice,Value
Dec-10,Obama,Dem,J1MQ,S Sotomayor,-2.6794
Dec-10,Obama,Dem,J2MQ,R Ginsburg,-1.731
Dec-10,Obama,Dem,J3MQ,E Kagan,-1.5824
Dec-10,Obama,Dem,J4MQ,S Breyer,-1.2332
Dec-10,Obama,Dem,J5MQ,A Kennedy,0.6823
Dec-10,Obama,Dem,J6MQ,J Roberts,0.9303
Dec-10,Obama,Dem,J7MQ,S Alito,1.8167
Dec-10,Obama,Dem,J8MQ,A Scalia,2.5145
Dec-10,Obama,Dem,J9MQ,C Thomas,3.6037
Nov-10,Obama,Dem,J1MQ,S Sotomayor,-2.6794
Nov-10,Obama,Dem,J2MQ,R Ginsburg,-1.731
Nov-10,Obama,Dem,J3MQ,E Kagan,-1.5824
Nov-10,Obama,Dem,J4MQ,S Breyer,-1.2332
Nov-10,Obama,Dem,J5MQ,A Kennedy,0.6823
Nov-10,Obama,Dem,J6MQ,J Roberts,0.9303
Nov-10,Obama,Dem,J7MQ,S Alito,1.8167
Nov-10,Obama,Dem,J8MQ,A Scalia,2.5145
Nov-10,Obama,Dem,J9MQ,C Thomas,3.6037
Oct-10,Obama,Dem,J1MQ,S Sotomayor,-2.6794
Oct-10,Obama,Dem,J2MQ,R Ginsburg,-1.731
Oct-10,Obama,Dem,J3MQ,E Kagan,-1.5824
Oct-10,Obama,Dem,J4MQ,S Breyer,-1.2332
Oct-10,Obama,Dem,J5MQ,A Kennedy,0.6823
Oct-10,Obama,Dem,J6MQ,J Roberts,0.9303
Oct-10,Obama,Dem,J7MQ,S Alito,1.8167
Oct-10,Obama,Dem,J8MQ,A Scalia,2.5145
Oct-10,Obama,Dem,J9MQ,C Thomas,3.6037
Sep-10,Obama,Dem,J1MQ,S Sotomayor,-2.6794
Sep-10,Obama,Dem,J2MQ,R Ginsburg,-1.731
Sep-10,Obama,Dem,J3MQ,E Kagan,-1.5824
Sep-10,Obama,Dem,J4MQ,S Breyer,-1.2332
Sep-10,Obama,Dem,J5MQ,A Kennedy,0.6823
Sep-10,Obama,Dem,J6MQ,J Roberts,0.9303
Sep-10,Obama,Dem,J7MQ,S Alito,1.8167
Sep-10,Obama,Dem,J8MQ,A Scalia,2.5145
Sep-10,Obama,Dem,J9MQ,C Thomas,3.6037
Aug-10,Obama,Dem,J1MQ,S Sotomayor,-2.6794
Aug-10,Obama,Dem,J2MQ,R Ginsburg,-1.731
Aug-10,Obama,Dem,J3MQ,E Kagan,-1.5824
Aug-10,Obama,Dem,J4MQ,S Breyer,-1.2332
Aug-10,Obama,Dem,J5MQ,A Kennedy,0.6823
Aug-10,Obama,Dem,J6MQ,J Roberts,0.9303
Aug-10,Obama,Dem,J7MQ,S Alito,1.8167
Aug-10,Obama,Dem,J8MQ,A Scalia,2.5145
Aug-10,Obama,Dem,J9MQ,C Thomas,3.6037
Jul-10,Obama,Dem,J1MQ,S Sotomayor,-2.6794
Jul-10,Obama,Dem,J2MQ,,
Jul-10,Obama,Dem,J3MQ,R Ginsburg,-1.731
Jul-10,Obama,Dem,J4MQ,S Breyer,-1.2332
Jul-10,Obama,Dem,J5MQ,A Kennedy,0.6823
Jul-10,Obama,Dem,J6MQ,J Roberts,0.9303
Jul-10,Obama,Dem,J7MQ,S Alito,1.8167
Jul-10,Obama,Dem,J8MQ,A Scalia,2.5145
Jul-10,Obama,Dem,J9MQ,C Thomas,3.6037
Jun-10,Obama,Dem,J1MQ,S Sotomayor,-2.6794
Jun-10,Obama,Dem,J2MQ,J P Stevens,-1.8098
Jun-10,Obama,Dem,J3MQ,R Ginsburg,-1.731
Jun-10,Obama,Dem,J4MQ,S Breyer,-1.2332
Jun-10,Obama,Dem,J5MQ,A Kennedy,0.6823
Jun-10,Obama,Dem,J6MQ,J Roberts,0.9303
Jun-10,Obama,Dem,J7MQ,S Alito,1.8167
Jun-10,Obama,Dem,J8MQ,A Scalia,2.5145
Jun-10,Obama,Dem,J9MQ,C Thomas,3.6037
May-10,Obama,Dem,J1MQ,S Sotomayor,-2.6794
May-10,Obama,Dem,J2MQ,J P Stevens,-1.8098
May-10,Obama,Dem,J3MQ,R Ginsburg,-1.731
May-10,Obama,Dem,J4MQ,S Breyer,-1.2332
May-10,Obama,Dem,J5MQ,A Kennedy,0.6823
May-10,Obama,Dem,J6MQ,J Roberts,0.9303
May-10,Obama,Dem,J7MQ,S Alito,1.8167
May-10,Obama,Dem,J8MQ,A Scalia,2.5145
May-10,Obama,Dem,J9MQ,C Thomas,3.6037
Apr-10,Obama,Dem,J1MQ,S Sotomayor,-2.6794
Apr-10,Obama,Dem,J2MQ,J P Stevens,-1.8098
Apr-10,Obama,Dem,J3MQ,R Ginsburg,-1.731
Apr-10,Obama,Dem,J4MQ,S Breyer,-1.2332
Apr-10,Obama,Dem,J5MQ,A Kennedy,0.6823
Apr-10,Obama,Dem,J6MQ,J Roberts,0.9303
Apr-10,Obama,Dem,J7MQ,S Alito,1.8167
Apr-10,Obama,Dem,J8MQ,A Scalia,2.5145
Apr-10,Obama,Dem,J9MQ,C Thomas,3.6037
Mar-10,Obama,Dem,J1MQ,S Sotomayor,-2.6794
Mar-10,Obama,Dem,J2MQ,J P Stevens,-1.8098
Mar-10,Obama,Dem,J3MQ,R Ginsburg,-1.731
Mar-10,Obama,Dem,J4MQ,S Breyer,-1.2332
Mar-10,Obama,Dem,J5MQ,A Kennedy,0.6823
Mar-10,Obama,Dem,J6MQ,J Roberts,0.9303
Mar-10,Obama,Dem,J7MQ,S Alito,1.8167
Mar-10,Obama,Dem,J8MQ,A Scalia,2.5145
Mar-10,Obama,Dem,J9MQ,C Thomas,3.6037
Feb-10,Obama,Dem,J1MQ,S Sotomayor,-2.6794
Feb-10,Obama,Dem,J2MQ,J P Stevens,-1.8098
Feb-10,Obama,Dem,J3MQ,R Ginsburg,-1.731
Feb-10,Obama,Dem,J4MQ,S Breyer,-1.2332
Feb-10,Obama,Dem,J5MQ,A Kennedy,0.6823
Feb-10,Obama,Dem,J6MQ,J Roberts,0.9303
Feb-10,Obama,Dem,J7MQ,S Alito,1.8167
Feb-10,Obama,Dem,J8MQ,A Scalia,2.5145
Feb-10,Obama,Dem,J9MQ,C Thomas,3.6037
Jan-10,Obama,Dem,J1MQ,S Sotomayor,-2.6794
Jan-10,Obama,Dem,J2MQ,J P Stevens,-1.8098
Jan-10,Obama,Dem,J3MQ,R Ginsburg,-1.731
Jan-10,Obama,Dem,J4MQ,S Breyer,-1.2332
Jan-10,Obama,Dem,J5MQ,A Kennedy,0.6823
Jan-10,Obama,Dem,J6MQ,J Roberts,0.9303
Jan-10,Obama,Dem,J7MQ,S Alito,1.8167
Jan-10,Obama,Dem,J8MQ,A Scalia,2.5145
Jan-10,Obama,Dem,J9MQ,C Thomas,3.6037
Dec-09,Obama,Dem,J1MQ,S Sotomayor,-2.6794
Dec-09,Obama,Dem,J2MQ,J P Stevens,-1.8098
Dec-09,Obama,Dem,J3MQ,R Ginsburg,-1.731
Dec-09,Obama,Dem,J4MQ,S Breyer,-1.2332
Dec-09,Obama,Dem,J5MQ,A Kennedy,0.6823
Dec-09,Obama,Dem,J6MQ,J Roberts,0.9303
Dec-09,Obama,Dem,J7MQ,S Alito,1.8167
Dec-09,Obama,Dem,J8MQ,A Scalia,2.5145
Dec-09,Obama,Dem,J9MQ,C Thomas,3.6037
Nov-09,Obama,Dem,J1MQ,S Sotomayor,-2.6794
Nov-09,Obama,Dem,J2MQ,J P Stevens,-1.8098
Nov-09,Obama,Dem,J3MQ,R Ginsburg,-1.731
Nov-09,Obama,Dem,J4MQ,S Breyer,-1.2332
Nov-09,Obama,Dem,J5MQ,A Kennedy,0.6823
Nov-09,Obama,Dem,J6MQ,J Roberts,0.9303
Nov-09,Obama,Dem,J7MQ,S Alito,1.8167
Nov-09,Obama,Dem,J8MQ,A Scalia,2.5145
Nov-09,Obama,Dem,J9MQ,C Thomas,3.6037
Oct-09,Obama,Dem,J1MQ,S Sotomayor,-2.6794
Oct-09,Obama,Dem,J2MQ,J P Stevens,-1.8098
Oct-09,Obama,Dem,J3MQ,R Ginsburg,-1.731
Oct-09,Obama,Dem,J4MQ,S Breyer,-1.2332
Oct-09,Obama,Dem,J5MQ,A Kennedy,0.6823
Oct-09,Obama,Dem,J6MQ,J Roberts,0.9303
Oct-09,Obama,Dem,J7MQ,S Alito,1.8167
Oct-09,Obama,Dem,J8MQ,A Scalia,2.5145
Oct-09,Obama,Dem,J9MQ,C Thomas,3.6037
Sep-09,Obama,Dem,J1MQ,S Sotomayor,-2.6794
Sep-09,Obama,Dem,J2MQ,J P Stevens,-1.8098
Sep-09,Obama,Dem,J3MQ,R Ginsburg,-1.731
Sep-09,Obama,Dem,J4MQ,S Breyer,-1.2332
Sep-09,Obama,Dem,J5MQ,A Kennedy,0.6823
Sep-09,Obama,Dem,J6MQ,J Roberts,0.9303
Sep-09,Obama,Dem,J7MQ,S Alito,1.8167
Sep-09,Obama,Dem,J8MQ,A Scalia,2.5145
Sep-09,Obama,Dem,J9MQ,C Thomas,3.6037
Aug-09,Obama,Dem,J1MQ,S Sotomayor,-2.6794
Aug-09,Obama,Dem,J2MQ,J P Stevens,-1.8098
Aug-09,Obama,Dem,J3MQ,R Ginsburg,-1.731
Aug-09,Obama,Dem,J4MQ,S Breyer,-1.2332
Aug-09,Obama,Dem,J5MQ,A Kennedy,0.6823
Aug-09,Obama,Dem,J6MQ,J Roberts,0.9303
Aug-09,Obama,Dem,J7MQ,S Alito,1.8167
Aug-09,Obama,Dem,J8MQ,A Scalia,2.5145
Aug-09,Obama,Dem,J9MQ,C Thomas,3.6037
Jul-09,Obama,Dem,J1MQ,J P Stevens,-1.8098
Jul-09,Obama,Dem,J2MQ,R Ginsburg,-1.731
Jul-09,Obama,Dem,J3MQ,S Breyer,-1.2332
Jul-09,Obama,Dem,J4MQ,,
Jul-09,Obama,Dem,J5MQ,A Kennedy,0.6823
Jul-09,Obama,Dem,J6MQ,J Roberts,0.9303
Jul-09,Obama,Dem,J7MQ,S Alito,1.8167
Jul-09,Obama,Dem,J8MQ,A Scalia,2.5145
Jul-09,Obama,Dem,J9MQ,C Thomas,3.6037
Jun-09,Obama,Dem,J1MQ,J P Stevens,-1.8098
Jun-09,Obama,Dem,J2MQ,R Ginsburg,-1.731
Jun-09,Obama,Dem,J3MQ,S Breyer,-1.2332
Jun-09,Obama,Dem,J4MQ,D Souter,-0.7725
Jun-09,Obama,Dem,J5MQ,A Kennedy,0.6823
Jun-09,Obama,Dem,J6MQ,J Roberts,0.9303
Jun-09,Obama,Dem,J7MQ,S Alito,1.8167
Jun-09,Obama,Dem,J8MQ,A Scalia,2.5145
Jun-09,Obama,Dem,J9MQ,C Thomas,3.6037
May-09,Obama,Dem,J1MQ,J P Stevens,-1.8098
May-09,Obama,Dem,J2MQ,R Ginsburg,-1.731
May-09,Obama,Dem,J3MQ,S Breyer,-1.2332
May-09,Obama,Dem,J4MQ,D Souter,-0.7725
May-09,Obama,Dem,J5MQ,A Kennedy,0.6823
May-09,Obama,Dem,J6MQ,J Roberts,0.9303
May-09,Obama,Dem,J7MQ,S Alito,1.8167
May-09,Obama,Dem,J8MQ,A Scalia,2.5145
May-09,Obama,Dem,J9MQ,C Thomas,3.6037
Apr-09,Obama,Dem,J1MQ,J P Stevens,-1.8098
Apr-09,Obama,Dem,J2MQ,R Ginsburg,-1.731
Apr-09,Obama,Dem,J3MQ,S Breyer,-1.2332
Apr-09,Obama,Dem,J4MQ,D Souter,-0.7725
Apr-09,Obama,Dem,J5MQ,A Kennedy,0.6823
Apr-09,Obama,Dem,J6MQ,J Roberts,0.9303
Apr-09,Obama,Dem,J7MQ,S Alito,1.8167
Apr-09,Obama,Dem,J8MQ,A Scalia,2.5145
Apr-09,Obama,Dem,J9MQ,C Thomas,3.6037
Mar-09,Obama,Dem,J1MQ,J P Stevens,-1.8098
Mar-09,Obama,Dem,J2MQ,R Ginsburg,-1.731
Mar-09,Obama,Dem,J3MQ,S Breyer,-1.2332
Mar-09,Obama,Dem,J4MQ,D Souter,-0.7725
Mar-09,Obama,Dem,J5MQ,A Kennedy,0.6823
Mar-09,Obama,Dem,J6MQ,J Roberts,0.9303
Mar-09,Obama,Dem,J7MQ,S Alito,1.8167
Mar-09,Obama,Dem,J8MQ,A Scalia,2.5145
Mar-09,Obama,Dem,J9MQ,C Thomas,3.6037
Feb-09,Obama,Dem,J1MQ,J P Stevens,-1.8098
Feb-09,Obama,Dem,J2MQ,R Ginsburg,-1.731
Feb-09,Obama,Dem,J3MQ,S Breyer,-1.2332
Feb-09,Obama,Dem,J4MQ,D Souter,-0.7725
Feb-09,Obama,Dem,J5MQ,A Kennedy,0.6823
Feb-09,Obama,Dem,J6MQ,J Roberts,0.9303
Feb-09,Obama,Dem,J7MQ,S Alito,1.8167
Feb-09,Obama,Dem,J8MQ,A Scalia,2.5145
Feb-09,Obama,Dem,J9MQ,C Thomas,3.6037
Jan-09,Obama,Dem,J1MQ,J P Stevens,-1.8098
Jan-09,Obama,Dem,J2MQ,R Ginsburg,-1.731
Jan-09,Obama,Dem,J3MQ,S Breyer,-1.2332
Jan-09,Obama,Dem,J4MQ,D Souter,-0.7725
Jan-09,Obama,Dem,J5MQ,A Kennedy,0.6823
Jan-09,Obama,Dem,J6MQ,J Roberts,0.9303
Jan-09,Obama,Dem,J7MQ,S Alito,1.8167
Jan-09,Obama,Dem,J8MQ,A Scalia,2.5145
Jan-09,Obama,Dem,J9MQ,C Thomas,3.6037
Dec-08,G W Bush,Rep,J1MQ,J P Stevens,-1.8098
Dec-08,G W Bush,Rep,J2MQ,R Ginsburg,-1.731
Dec-08,G W Bush,Rep,J3MQ,S Breyer,-1.2332
Dec-08,G W Bush,Rep,J4MQ,D Souter,-0.7725
Dec-08,G W Bush,Rep,J5MQ,A Kennedy,0.6823
Dec-08,G W Bush,Rep,J6MQ,J Roberts,0.9303
Dec-08,G W Bush,Rep,J7MQ,S Alito,1.8167
Dec-08,G W Bush,Rep,J8MQ,A Scalia,2.5145
Dec-08,G W Bush,Rep,J9MQ,C Thomas,3.6037
Nov-08,G W Bush,Rep,J1MQ,J P Stevens,-1.8098
Nov-08,G W Bush,Rep,J2MQ,R Ginsburg,-1.731
Nov-08,G W Bush,Rep,J3MQ,S Breyer,-1.2332
Nov-08,G W Bush,Rep,J4MQ,D Souter,-0.7725
Nov-08,G W Bush,Rep,J5MQ,A Kennedy,0.6823
Nov-08,G W Bush,Rep,J6MQ,J Roberts,0.9303
Nov-08,G W Bush,Rep,J7MQ,S Alito,1.8167
Nov-08,G W Bush,Rep,J8MQ,A Scalia,2.5145
Nov-08,G W Bush,Rep,J9MQ,C Thomas,3.6037
Oct-08,G W Bush,Rep,J1MQ,J P Stevens,-1.8098
Oct-08,G W Bush,Rep,J2MQ,R Ginsburg,-1.731
Oct-08,G W Bush,Rep,J3MQ,S Breyer,-1.2332
Oct-08,G W Bush,Rep,J4MQ,D Souter,-0.7725
Oct-08,G W Bush,Rep,J5MQ,A Kennedy,0.6823
Oct-08,G W Bush,Rep,J6MQ,J Roberts,0.9303
Oct-08,G W Bush,Rep,J7MQ,S Alito,1.8167
Oct-08,G W Bush,Rep,J8MQ,A Scalia,2.5145
Oct-08,G W Bush,Rep,J9MQ,C Thomas,3.6037
Sep-08,G W Bush,Rep,J1MQ,J P Stevens,-1.8098
Sep-08,G W Bush,Rep,J2MQ,R Ginsburg,-1.731
Sep-08,G W Bush,Rep,J3MQ,S Breyer,-1.2332
Sep-08,G W Bush,Rep,J4MQ,D Souter,-0.7725
Sep-08,G W Bush,Rep,J5MQ,A Kennedy,0.6823
Sep-08,G W Bush,Rep,J6MQ,J Roberts,0.9303
Sep-08,G W Bush,Rep,J7MQ,S Alito,1.8167
Sep-08,G W Bush,Rep,J8MQ,A Scalia,2.5145
Sep-08,G W Bush,Rep,J9MQ,C Thomas,3.6037
Aug-08,G W Bush,Rep,J1MQ,J P Stevens,-1.8098
Aug-08,G W Bush,Rep,J2MQ,R Ginsburg,-1.731
Aug-08,G W Bush,Rep,J3MQ,S Breyer,-1.2332
Aug-08,G W Bush,Rep,J4MQ,D Souter,-0.7725
Aug-08,G W Bush,Rep,J5MQ,A Kennedy,0.6823
Aug-08,G W Bush,Rep,J6MQ,J Roberts,0.9303
Aug-08,G W Bush,Rep,J7MQ,S Alito,1.8167
Aug-08,G W Bush,Rep,J8MQ,A Scalia,2.5145
Aug-08,G W Bush,Rep,J9MQ,C Thomas,3.6037
Jul-08,G W Bush,Rep,J1MQ,J P Stevens,-1.8098
Jul-08,G W Bush,Rep,J2MQ,R Ginsburg,-1.731
Jul-08,G W Bush,Rep,J3MQ,S Breyer,-1.2332
Jul-08,G W Bush,Rep,J4MQ,D Souter,-0.7725
Jul-08,G W Bush,Rep,J5MQ,A Kennedy,0.6823
Jul-08,G W Bush,Rep,J6MQ,J Roberts,0.9303
Jul-08,G W Bush,Rep,J7MQ,S Alito,1.8167
Jul-08,G W Bush,Rep,J8MQ,A Scalia,2.5145
Jul-08,G W Bush,Rep,J9MQ,C Thomas,3.6037
Jun-08,G W Bush,Rep,J1MQ,J P Stevens,-1.8098
Jun-08,G W Bush,Rep,J2MQ,R Ginsburg,-1.731
Jun-08,G W Bush,Rep,J3MQ,S Breyer,-1.2332
Jun-08,G W Bush,Rep,J4MQ,D Souter,-0.7725
Jun-08,G W Bush,Rep,J5MQ,A Kennedy,0.6823
Jun-08,G W Bush,Rep,J6MQ,J Roberts,0.9303
Jun-08,G W Bush,Rep,J7MQ,S Alito,1.8167
Jun-08,G W Bush,Rep,J8MQ,A Scalia,2.5145
Jun-08,G W Bush,Rep,J9MQ,C Thomas,3.6037
May-08,G W Bush,Rep,J1MQ,J P Stevens,-1.8098
May-08,G W Bush,Rep,J2MQ,R Ginsburg,-1.731
May-08,G W Bush,Rep,J3MQ,S Breyer,-1.2332
May-08,G W Bush,Rep,J4MQ,D Souter,-0.7725
May-08,G W Bush,Rep,J5MQ,A Kennedy,0.6823
May-08,G W Bush,Rep,J6MQ,J Roberts,0.9303
May-08,G W Bush,Rep,J7MQ,S Alito,1.8167
May-08,G W Bush,Rep,J8MQ,A Scalia,2.5145
May-08,G W Bush,Rep,J9MQ,C Thomas,3.6037
Apr-08,G W Bush,Rep,J1MQ,J P Stevens,-1.8098
Apr-08,G W Bush,Rep,J2MQ,R Ginsburg,-1.731
Apr-08,G W Bush,Rep,J3MQ,S Breyer,-1.2332
Apr-08,G W Bush,Rep,J4MQ,D Souter,-0.7725
Apr-08,G W Bush,Rep,J5MQ,A Kennedy,0.6823
Apr-08,G W Bush,Rep,J6MQ,J Roberts,0.9303
Apr-08,G W Bush,Rep,J7MQ,S Alito,1.8167
Apr-08,G W Bush,Rep,J8MQ,A Scalia,2.5145
Apr-08,G W Bush,Rep,J9MQ,C Thomas,3.6037
Mar-08,G W Bush,Rep,J1MQ,J P Stevens,-1.8098
Mar-08,G W Bush,Rep,J2MQ,R Ginsburg,-1.731
Mar-08,G W Bush,Rep,J3MQ,S Breyer,-1.2332
Mar-08,G W Bush,Rep,J4MQ,D Souter,-0.7725
Mar-08,G W Bush,Rep,J5MQ,A Kennedy,0.6823
Mar-08,G W Bush,Rep,J6MQ,J Roberts,0.9303
Mar-08,G W Bush,Rep,J7MQ,S Alito,1.8167
Mar-08,G W Bush,Rep,J8MQ,A Scalia,2.5145
Mar-08,G W Bush,Rep,J9MQ,C Thomas,3.6037
Feb-08,G W Bush,Rep,J1MQ,J P Stevens,-1.8098
Feb-08,G W Bush,Rep,J2MQ,R Ginsburg,-1.731
Feb-08,G W Bush,Rep,J3MQ,S Breyer,-1.2332
Feb-08,G W Bush,Rep,J4MQ,D Souter,-0.7725
Feb-08,G W Bush,Rep,J5MQ,A Kennedy,0.6823
Feb-08,G W Bush,Rep,J6MQ,J Roberts,0.9303
Feb-08,G W Bush,Rep,J7MQ,S Alito,1.8167
Feb-08,G W Bush,Rep,J8MQ,A Scalia,2.5145
Feb-08,G W Bush,Rep,J9MQ,C Thomas,3.6037
Jan-08,G W Bush,Rep,J1MQ,J P Stevens,-1.8098
Jan-08,G W Bush,Rep,J2MQ,R Ginsburg,-1.731
Jan-08,G W Bush,Rep,J3MQ,S Breyer,-1.2332
Jan-08,G W Bush,Rep,J4MQ,D Souter,-0.7725
Jan-08,G W Bush,Rep,J5MQ,A Kennedy,0.6823
Jan-08,G W Bush,Rep,J6MQ,J Roberts,0.9303
Jan-08,G W Bush,Rep,J7MQ,S Alito,1.8167
Jan-08,G W Bush,Rep,J8MQ,A Scalia,2.5145
Jan-08,G W Bush,Rep,J9MQ,C Thomas,3.6037
Dec-07,G W Bush,Rep,J1MQ,J P Stevens,-1.8098
Dec-07,G W Bush,Rep,J2MQ,R Ginsburg,-1.731
Dec-07,G W Bush,Rep,J3MQ,S Breyer,-1.2332
Dec-07,G W Bush,Rep,J4MQ,D Souter,-0.7725
Dec-07,G W Bush,Rep,J5MQ,A Kennedy,0.6823
Dec-07,G W Bush,Rep,J6MQ,J Roberts,0.9303
Dec-07,G W Bush,Rep,J7MQ,S Alito,1.8167
Dec-07,G W Bush,Rep,J8MQ,A Scalia,2.5145
Dec-07,G W Bush,Rep,J9MQ,C Thomas,3.6037
Nov-07,G W Bush,Rep,J1MQ,J P Stevens,-1.8098
Nov-07,G W Bush,Rep,J2MQ,R Ginsburg,-1.731
Nov-07,G W Bush,Rep,J3MQ,S Breyer,-1.2332
Nov-07,G W Bush,Rep,J4MQ,D Souter,-0.7725
Nov-07,G W Bush,Rep,J5MQ,A Kennedy,0.6823
Nov-07,G W Bush,Rep,J6MQ,J Roberts,0.9303
Nov-07,G W Bush,Rep,J7MQ,S Alito,1.8167
Nov-07,G W Bush,Rep,J8MQ,A Scalia,2.5145
Nov-07,G W Bush,Rep,J9MQ,C Thomas,3.6037
Oct-07,G W Bush,Rep,J1MQ,J P Stevens,-1.8098
Oct-07,G W Bush,Rep,J2MQ,R Ginsburg,-1.731
Oct-07,G W Bush,Rep,J3MQ,S Breyer,-1.2332
Oct-07,G W Bush,Rep,J4MQ,D Souter,-0.7725
Oct-07,G W Bush,Rep,J5MQ,A Kennedy,0.6823
Oct-07,G W Bush,Rep,J6MQ,J Roberts,0.9303
Oct-07,G W Bush,Rep,J7MQ,S Alito,1.8167
Oct-07,G W Bush,Rep,J8MQ,A Scalia,2.5145
Oct-07,G W Bush,Rep,J9MQ,C Thomas,3.6037
Sep-07,G W Bush,Rep,J1MQ,J P Stevens,-1.8098
Sep-07,G W Bush,Rep,J2MQ,R Ginsburg,-1.731
Sep-07,G W Bush,Rep,J3MQ,S Breyer,-1.2332
Sep-07,G W Bush,Rep,J4MQ,D Souter,-0.7725
Sep-07,G W Bush,Rep,J5MQ,A Kennedy,0.6823
Sep-07,G W Bush,Rep,J6MQ,J Roberts,0.9303
Sep-07,G W Bush,Rep,J7MQ,S Alito,1.8167
Sep-07,G W Bush,Rep,J8MQ,A Scalia,2.5145
Sep-07,G W Bush,Rep,J9MQ,C Thomas,3.6037
Aug-07,G W Bush,Rep,J1MQ,J P Stevens,-1.8098
Aug-07,G W Bush,Rep,J2MQ,R Ginsburg,-1.731
Aug-07,G W Bush,Rep,J3MQ,S Breyer,-1.2332
Aug-07,G W Bush,Rep,J4MQ,D Souter,-0.7725
Aug-07,G W Bush,Rep,J5MQ,A Kennedy,0.6823
Aug-07,G W Bush,Rep,J6MQ,J Roberts,0.9303
Aug-07,G W Bush,Rep,J7MQ,S Alito,1.8167
Aug-07,G W Bush,Rep,J8MQ,A Scalia,2.5145
Aug-07,G W Bush,Rep,J9MQ,C Thomas,3.6037
Jul-07,G W Bush,Rep,J1MQ,J P Stevens,-1.8098
Jul-07,G W Bush,Rep,J2MQ,R Ginsburg,-1.731
Jul-07,G W Bush,Rep,J3MQ,S Breyer,-1.2332
Jul-07,G W Bush,Rep,J4MQ,D Souter,-0.7725
Jul-07,G W Bush,Rep,J5MQ,A Kennedy,0.6823
Jul-07,G W Bush,Rep,J6MQ,J Roberts,0.9303
Jul-07,G W Bush,Rep,J7MQ,S Alito,1.8167
Jul-07,G W Bush,Rep,J8MQ,A Scalia,2.5145
Jul-07,G W Bush,Rep,J9MQ,C Thomas,3.6037
Jun-07,G W Bush,Rep,J1MQ,J P Stevens,-1.8098
Jun-07,G W Bush,Rep,J2MQ,R Ginsburg,-1.731
Jun-07,G W Bush,Rep,J3MQ,S Breyer,-1.2332
Jun-07,G W Bush,Rep,J4MQ,D Souter,-0.7725
Jun-07,G W Bush,Rep,J5MQ,A Kennedy,0.6823
Jun-07,G W Bush,Rep,J6MQ,J Roberts,0.9303
Jun-07,G W Bush,Rep,J7MQ,S Alito,1.8167
Jun-07,G W Bush,Rep,J8MQ,A Scalia,2.5145
Jun-07,G W Bush,Rep,J9MQ,C Thomas,3.6037
May-07,G W Bush,Rep,J1MQ,J P Stevens,-1.8098
May-07,G W Bush,Rep,J2MQ,R Ginsburg,-1.731
May-07,G W Bush,Rep,J3MQ,S Breyer,-1.2332
May-07,G W Bush,Rep,J4MQ,D Souter,-0.7725
May-07,G W Bush,Rep,J5MQ,A Kennedy,0.6823
May-07,G W Bush,Rep,J6MQ,J Roberts,0.9303
May-07,G W Bush,Rep,J7MQ,S Alito,1.8167
May-07,G W Bush,Rep,J8MQ,A Scalia,2.5145
May-07,G W Bush,Rep,J9MQ,C Thomas,3.6037
Apr-07,G W Bush,Rep,J1MQ,J P Stevens,-1.8098
Apr-07,G W Bush,Rep,J2MQ,R Ginsburg,-1.731
Apr-07,G W Bush,Rep,J3MQ,S Breyer,-1.2332
Apr-07,G W Bush,Rep,J4MQ,D Souter,-0.7725
Apr-07,G W Bush,Rep,J5MQ,A Kennedy,0.6823
Apr-07,G W Bush,Rep,J6MQ,J Roberts,0.9303
Apr-07,G W Bush,Rep,J7MQ,S Alito,1.8167
Apr-07,G W Bush,Rep,J8MQ,A Scalia,2.5145
Apr-07,G W Bush,Rep,J9MQ,C Thomas,3.6037
Mar-07,G W Bush,Rep,J1MQ,J P Stevens,-1.8098
Mar-07,G W Bush,Rep,J2MQ,R Ginsburg,-1.731
Mar-07,G W Bush,Rep,J3MQ,S Breyer,-1.2332
Mar-07,G W Bush,Rep,J4MQ,D Souter,-0.7725
Mar-07,G W Bush,Rep,J5MQ,A Kennedy,0.6823
Mar-07,G W Bush,Rep,J6MQ,J Roberts,0.9303
Mar-07,G W Bush,Rep,J7MQ,S Alito,1.8167
Mar-07,G W Bush,Rep,J8MQ,A Scalia,2.5145
Mar-07,G W Bush,Rep,J9MQ,C Thomas,3.6037
Feb-07,G W Bush,Rep,J1MQ,J P Stevens,-1.8098
Feb-07,G W Bush,Rep,J2MQ,R Ginsburg,-1.731
Feb-07,G W Bush,Rep,J3MQ,S Breyer,-1.2332
Feb-07,G W Bush,Rep,J4MQ,D Souter,-0.7725
Feb-07,G W Bush,Rep,J5MQ,A Kennedy,0.6823
Feb-07,G W Bush,Rep,J6MQ,J Roberts,0.9303
Feb-07,G W Bush,Rep,J7MQ,S Alito,1.8167
Feb-07,G W Bush,Rep,J8MQ,A Scalia,2.5145
Feb-07,G W Bush,Rep,J9MQ,C Thomas,3.6037
Jan-07,G W Bush,Rep,J1MQ,J P Stevens,-1.8098
Jan-07,G W Bush,Rep,J2MQ,R Ginsburg,-1.731
Jan-07,G W Bush,Rep,J3MQ,S Breyer,-1.2332
Jan-07,G W Bush,Rep,J4MQ,D Souter,-0.7725
Jan-07,G W Bush,Rep,J5MQ,A Kennedy,0.6823
Jan-07,G W Bush,Rep,J6MQ,J Roberts,0.9303
Jan-07,G W Bush,Rep,J7MQ,S Alito,1.8167
