Month,President,Party,MQScore,Justice,Value
Mar-01,G W Bush,Rep,J4MQ,D Souter,-0.7725
Mar-01,G W Bush,Rep,J5MQ,A Kennedy,0.6823
Mar-01,G W Bush,Rep,J6MQ,S D O'Connor,1.0147
Mar-01,G W Bush,Rep,J7MQ,A Scalia,2.5145
Mar-01,G W Bush,Rep,J8MQ,W Rehnquist,2.969
Mar-01,G W Bush,Rep,J9MQ,C Thomas,3.6037
Feb-01,G W Bush,Rep,J1MQ,J P Stevens,-1.8098
Feb-01,G W Bush,Rep,J2MQ,R Ginsburg,-1.731
Feb-01,G W Bush,Rep,J3MQ,S Breyer,-1.2332
Feb-01,G W Bush,Rep,J4MQ,D Souter,-0.7725
Feb-01,G W Bush,Rep,J5MQ,A Kennedy,0.6823
Feb-01,G W Bush,Rep,J6MQ,S D O'Connor,1.0147
Feb-01,G W Bush,Rep,J7MQ,A Scalia,2.5145
Feb-01,G W Bush,Rep,J8MQ,W Rehnquist,2.969
Feb-01,G W Bush,Rep,J9MQ,C Thomas,3.6037
Jan-01,G W Bush,Rep,J1MQ,J P Stevens,-1.8098
Jan-01,G W Bush,Rep,J2MQ,R Ginsburg,-1.731
Jan-01,G W Bush,Rep,J3MQ,S Breyer,-1.2332
Jan-01,G W Bush,Rep,J4MQ,D Souter,-0.7725
Jan-01,G W Bush,Rep,J5MQ,A Kennedy,0.6823
Jan-01,G W Bush,Rep,J6MQ,S D O'Connor,1.0147
Jan-01,G W Bush,Rep,J7MQ,A Scalia,2.5145
Jan-01,G W Bush,Rep,J8MQ,W Rehnquist,2.969
Jan-01,G W Bush,Rep,J9MQ,C Thomas,3.6037
