Month,President,Party,MQScore,Justice,Value
Jun-80,Carter,Dem,J7MQ,W Brennan,1.7802
Jun-80,Carter,Dem,J8MQ,W Burger,1.89
Jun-80,Carter,Dem,J9MQ,W Rehnquist,2.969
May-80,Carter,Dem,J1MQ,T Marshall,-2.8313
May-80,Carter,Dem,J2MQ,J P Stevens,-1.8098
May-80,Carter,Dem,J3MQ,H Blackmun,-0.0273
May-80,Carter,Dem,J4MQ,P Stewart,0.4022
May-80,Carter,Dem,J5MQ,B White,0.436
May-80,Carter,Dem,J6MQ,L Powell,0.9696
May-80,Carter,Dem,J7MQ,W Brennan,1.7802
May-80,Carter,Dem,J8MQ,W Burger,1.89
May-80,Carter,Dem,J9MQ,W Rehnquist,2.969
Apr-80,Carter,Dem,J1MQ,T Marshall,-2.8313
Apr-80,Carter,Dem,J2MQ,J P Stevens,-1.8098
Apr-80,Carter,Dem,J3MQ,H Blackmun,-0.0273
Apr-80,Carter,Dem,J4MQ,P Stewart,0.4022
Apr-80,Carter,Dem,J5MQ,B White,0.436
Apr-80,Carter,Dem,J6MQ,L Powell,0.9696
Apr-80,Carter,Dem,J7MQ,W Brennan,1.7802
Apr-80,Carter,Dem,J8MQ,W Burger,1.89
Apr-80,Carter,Dem,J9MQ,W Rehnquist,2.969
Mar-80,Carter,Dem,J1MQ,T Marshall,-2.8313
Mar-80,Carter,Dem,J2MQ,J P Stevens,-1.8098
Mar-80,Carter,Dem,J3MQ,H Blackmun,-0.0273
Mar-80,Carter,Dem,J4MQ,P Stewart,0.4022
Mar-80,Carter,Dem,J5MQ,B White,0.436
Mar-80,Carter,Dem,J6MQ,L Powell,0.9696
Mar-80,Carter,Dem,J7MQ,W Brennan,1.7802
Mar-80,Carter,Dem,J8MQ,W Burger,1.89
Mar-80,Carter,Dem,J9MQ,W Rehnquist,2.969
Feb-80,Carter,Dem,J1MQ,T Marshall,-2.8313
Feb-80,Carter,Dem,J2MQ,J P Stevens,-1.8098
Feb-80,Carter,Dem,J3MQ,H Blackmun,-0.0273
Feb-80,Carter,Dem,J4MQ,P Stewart,0.4022
Feb-80,Carter,Dem,J5MQ,B White,0.436
Feb-80,Carter,Dem,J6MQ,L Powell,0.9696
Feb-80,Carter,Dem,J7MQ,W Brennan,1.7802
Feb-80,Carter,Dem,J8MQ,W Burger,1.89
Feb-80,Carter,Dem,J9MQ,W Rehnquist,2.969
Jan-80,Carter,Dem,J1MQ,T Marshall,-2.8313
Jan-80,Carter,Dem,J2MQ,J P Stevens,-1.8098
Jan-80,Carter,Dem,J3MQ,H Blackmun,-0.0273
Jan-80,Carter,Dem,J4MQ,P Stewart,0.4022
Jan-80,Carter,Dem,J5MQ,B White,0.436
Jan-80,Carter,Dem,J6MQ,L Powell,0.9696
Jan-80,Carter,Dem,J7MQ,W Brennan,1.7802
Jan-80,Carter,Dem,J8MQ,W Burger,1.89
Jan-80,Carter,Dem,J9MQ,W Rehnquist,2.969
Dec-79,Carter,Dem,J1MQ,T Marshall,-2.8313
Dec-79,Carter,Dem,J2MQ,J P Stevens,-1.8098
Dec-79,Carter,Dem,J3MQ,H Blackmun,-0.0273
Dec-79,Carter,Dem,J4MQ,P Stewart,0.4022
Dec-79,Carter,Dem,J5MQ,B White,0.436
Dec-79,Carter,Dem,J6MQ,L Powell,0.9696
Dec-79,Carter,Dem,J7MQ,W Brennan,1.7802
Dec-79,Carter,Dem,J8MQ,W Burger,1.89
Dec-79,Carter,Dem,J9MQ,W Rehnquist,2.969
Nov-79,Carter,Dem,J1MQ,T Marshall,-2.8313
Nov-79,Carter,Dem,J2MQ,J P Stevens,-1.8098
Nov-79,Carter,Dem,J3MQ,H Blackmun,-0.0273
Nov-79,Carter,Dem,J4MQ,P Stewart,0.4022
Nov-79,Carter,Dem,J5MQ,B White,0.436
Nov-79,Carter,Dem,J6MQ,L Powell,0.9696
Nov-79,Carter,Dem,J7MQ,W Brennan,1.7802
Nov-79,Carter,Dem,J8MQ,W Burger,1.89
Nov-79,Carter,Dem,J9MQ,W Rehnquist,2.969
Oct-79,Carter,Dem,J1MQ,T Marshall,-2.8313
Oct-79,Carter,Dem,J2MQ,J P Stevens,-1.8098
Oct-79,Carter,Dem,J3MQ,H Blackmun,-0.0273
Oct-79,Carter,Dem,J4MQ,P Stewart,0.4022
Oct-79,Carter,Dem,J5MQ,B White,0.436
Oct-79,Carter,Dem,J6MQ,L Powell,0.9696
Oct-79,Carter,Dem,J7MQ,W Brennan,1.7802
Oct-79,Carter,Dem,J8MQ,W Burger,1.89
Oct-79,Carter,Dem,J9MQ,W Rehnquist,2.969
Sep-79,Carter,Dem,J1MQ,T Marshall,-2.8313
Sep-79,Carter,Dem,J2MQ,J P Stevens,-1.8098
Sep-79,Carter,Dem,J3MQ,H Blackmun,-0.0273
Sep-79,Carter,Dem,J4MQ,P Stewart,0.4022
Sep-79,Carter,Dem,J5MQ,B White,0.436
Sep-79,Carter,Dem,J6MQ,L Powell,0.9696
Sep-79,Carter,Dem,J7MQ,W Brennan,1.7802
Sep-79,Carter,Dem,J8MQ,W Burger,1.89
Sep-79,Carter,Dem,J9MQ,W Rehnquist,2.969
Aug-79,Carter,Dem,J1MQ,T Marshall,-2.8313
Aug-79,Carter,Dem,J2MQ,J P Stevens,-1.8098
Aug-79,Carter,Dem,J3MQ,H Blackmun,-0.0273
Aug-79,Carter,Dem,J4MQ,P Stewart,0.4022
Aug-79,Carter,Dem,J5MQ,B White,0.436
Aug-79,Carter,Dem,J6MQ,L Powell,0.9696
Aug-79,Carter,Dem,J7MQ,W Brennan,1.7802
Aug-79,Carter,Dem,J8MQ,W Burger,1.89
Aug-79,Carter,Dem,J9MQ,W Rehnquist,2.969
Jul-79,Carter,Dem,J1MQ,T Marshall,-2.8313
Jul-79,Carter,Dem,J2MQ,J P Stevens,-1.8098
Jul-79,Carter,Dem,J3MQ,H Blackmun,-0.0273
Jul-79,Carter,Dem,J4MQ,P Stewart,0.4022
Jul-79,Carter,Dem,J5MQ,B White,0.436
Jul-79,Carter,Dem,J6MQ,L Powell,0.9696
Jul-79,Carter,Dem,J7MQ,W Brennan,1.7802
Jul-79,Carter,Dem,J8MQ,W Burger,1.89
Jul-79,Carter,Dem,J9MQ,W Rehnquist,2.969
Jun-79,Carter,Dem,J1MQ,T Marshall,-2.8313
Jun-79,Carter,Dem,J2MQ,J P Stevens,-1.8098
Jun-79,Carter,Dem,J3MQ,H Blackmun,-0.0273
Jun-79,Carter,Dem,J4MQ,P Stewart,0.4022
Jun-79,Carter,Dem,J5MQ,B White,0.436
Jun-79,Carter,Dem,J6MQ,L Powell,0.9696
Jun-79,Carter,Dem,J7MQ,W Brennan,1.7802
Jun-79,Carter,Dem,J8MQ,W Burger,1.89
Jun-79,Carter,Dem,J9MQ,W Rehnquist,2.969
May-79,Carter,Dem,J1MQ,T Marshall,-2.8313
May-79,Carter,Dem,J2MQ,J P Stevens,-1.8098
May-79,Carter,Dem,J3MQ,H Blackmun,-0.0273
May-79,Carter,Dem,J4MQ,P Stewart,0.4022
May-79,Carter,Dem,J5MQ,B White,0.436
May-79,Carter,Dem,J6MQ,L Powell,0.9696
May-79,Carter,Dem,J7MQ,W Brennan,1.7802
May-79,Carter,Dem,J8MQ,W Burger,1.89
May-79,Carter,Dem,J9MQ,W Rehnquist,2.969
Apr-79,Carter,Dem,J1MQ,T Marshall,-2.8313
Apr-79,Carter,Dem,J2MQ,J P Stevens,-1.8098
Apr-79,Carter,Dem,J3MQ,H Blackmun,-0.0273
Apr-79,Carter,Dem,J4MQ,P Stewart,0.4022
Apr-79,Carter,Dem,J5MQ,B White,0.436
Apr-79,Carter,Dem,J6MQ,L Powell,0.9696
Apr-79,Carter,Dem,J7MQ,W Brennan,1.7802
Apr-79,Carter,Dem,J8MQ,W Burger,1.89
Apr-79,Carter,Dem,J9MQ,W Rehnquist,2.969
Mar-79,Carter,Dem,J1MQ,T Marshall,-2.8313
Mar-79,Carter,Dem,J2MQ,J P Stevens,-1.8098
Mar-79,Carter,Dem,J3MQ,H Blackmun,-0.0273
Mar-79,Carter,Dem,J4MQ,P Stewart,0.4022
Mar-79,Carter,Dem,J5MQ,B White,0.436
Mar-79,Carter,Dem,J6MQ,L Powell,0.9696
Mar-79,Carter,Dem,J7MQ,W Brennan,1.7802
Mar-79,Carter,Dem,J8MQ,W Burger,1.89
Mar-79,Carter,Dem,J9MQ,W Rehnquist,2.969
Feb-79,Carter,Dem,J1MQ,T Marshall,-2.8313
Feb-79,Carter,Dem,J2MQ,J P Stevens,-1.8098
Feb-79,Carter,Dem,J3MQ,H Blackmun,-0.0273
Feb-79,Carter,Dem,J4MQ,P Stewart,0.4022
Feb-79,Carter,Dem,J5MQ,B White,0.436
Feb-79,Carter,Dem,J6MQ,L Powell,0.9696
Feb-79,Carter,Dem,J7MQ,W Brennan,1.7802
Feb-79,Carter,Dem,J8MQ,W Burger,1.89
Feb-79,Carter,Dem,J9MQ,W Rehnquist,2.969
Jan-79,Carter,Dem,J1MQ,T Marshall,-2.8313
Jan-79,Carter,Dem,J2MQ,J P Stevens,-1.8098
Jan-79,Carter,Dem,J3MQ,H Blackmun,-0.0273
Jan-79,Carter,Dem,J4MQ,P Stewart,0.4022
Jan-79,Carter,Dem,J5MQ,B White,0.436
Jan-79,Carter,Dem,J6MQ,L Powell,0.9696
Jan-79,Carter,Dem,J7MQ,W Brennan,1.7802
Jan-79,Carter,Dem,J8MQ,W Burger,1.89
Jan-79,Carter,Dem,J9MQ,W Rehnquist,2.969
Dec-78,Carter,Dem,J1MQ,T Marshall,-2.8313
Dec-78,Carter,Dem,J2MQ,J P Stevens,-1.8098
Dec-78,Carter,Dem,J3MQ,H Blackmun,-0.0273
Dec-78,Carter,Dem,J4MQ,P Stewart,0.4022
Dec-78,Carter,Dem,J5MQ,B White,0.436
Dec-78,Carter,Dem,J6MQ,L Powell,0.9696
Dec-78,Carter,Dem,J7MQ,W Brennan,1.7802
Dec-78,Carter,Dem,J8MQ,W Burger,1.89
Dec-78,Carter,Dem,J9MQ,W Rehnquist,2.969
Nov-78,Carter,Dem,J1MQ,T Marshall,-2.8313
Nov-78,Carter,Dem,J2MQ,J P Stevens,-1.8098
Nov-78,Carter,Dem,J3MQ,H Blackmun,-0.0273
Nov-78,Carter,Dem,J4MQ,P Stewart,0.4022
Nov-78,Carter,Dem,J5MQ,B White,0.436
Nov-78,Carter,Dem,J6MQ,L Powell,0.9696
Nov-78,Carter,Dem,J7MQ,W Brennan,1.7802
Nov-78,Carter,Dem,J8MQ,W Burger,1.89
Nov-78,Carter,Dem,J9MQ,W Rehnquist,2.969
Oct-78,Carter,Dem,J1MQ,T Marshall,-2.8313
Oct-78,Carter,Dem,J2MQ,J P Stevens,-1.8098
Oct-78,Carter,Dem,J3MQ,H Blackmun,-0.0273
Oct-78,Carter,Dem,J4MQ,P Stewart,0.4022
Oct-78,Carter,Dem,J5MQ,B White,0.436
Oct-78,Carter,Dem,J6MQ,L Powell,0.9696
Oct-78,Carter,Dem,J7MQ,W Brennan,1.7802
Oct-78,Carter,Dem,J8MQ,W Burger,1.89
Oct-78,Carter,Dem,J9MQ,W Rehnquist,2.969
Sep-78,Carter,Dem,J1MQ,T Marshall,-2.8313
Sep-78,Carter,Dem,J2MQ,J P Stevens,-1.8098
Sep-78,Carter,Dem,J3MQ,H Blackmun,-0.0273
Sep-78,Carter,Dem,J4MQ,P Stewart,0.4022
Sep-78,Carter,Dem,J5MQ,B White,0.436
Sep-78,Carter,Dem,J6MQ,L Powell,0.9696
Sep-78,Carter,Dem,J7MQ,W Brennan,1.7802
Sep-78,Carter,Dem,J8MQ,W Burger,1.89
Sep-78,Carter,Dem,J9MQ,W Rehnquist,2.969
Aug-78,Carter,Dem,J1MQ,T Marshall,-2.8313
Aug-78,Carter,Dem,J2MQ,J P Stevens,-1.8098
Aug-78,Carter,Dem,J3MQ,H Blackmun,-0.0273
Aug-78,Carter,Dem,J4MQ,P Stewart,0.4022
Aug-78,Carter,Dem,J5MQ,B White,0.436
Aug-78,Carter,Dem,J6MQ,L Powell,0.9696
Aug-78,Carter,Dem,J7MQ,W Brennan,1.7802
Aug-78,Carter,Dem,J8MQ,W Burger,1.89
Aug-78,Carter,Dem,J9MQ,W Rehnquist,2.969
Jul-78,Carter,Dem,J1MQ,T Marshall,-2.8313
Jul-78,Carter,Dem,J2MQ,J P Stevens,-1.8098
Jul-78,Carter,Dem,J3MQ,H Blackmun,-0.0273
Jul-78,Carter,Dem,J4MQ,P Stewart,0.4022
Jul-78,Carter,Dem,J5MQ,B White,0.436
Jul-78,Carter,Dem,J6MQ,L Powell,0.9696
Jul-78,Carter,Dem,J7MQ,W Brennan,1.7802
Jul-78,Carter,Dem,J8MQ,W Burger,1.89
Jul-78,Carter,Dem,J9MQ,W Rehnquist,2.969
Jun-78,Carter,Dem,J1MQ,T Marshall,-2.8313
Jun-78,Carter,Dem,J2MQ,J P Stevens,-1.8098
Jun-78,Carter,Dem,J3MQ,H Blackmun,-0.0273
Jun-78,Carter,Dem,J4MQ,P Stewart,0.4022
Jun-78,Carter,Dem,J5MQ,B White,0.436
Jun-78,Carter,Dem,J6MQ,L Powell,0.9696
Jun-78,Carter,Dem,J7MQ,W Brennan,1.7802
Jun-78,Carter,Dem,J8MQ,W Burger,1.89
Jun-78,Carter,Dem,J9MQ,W Rehnquist,2.969
May-78,Carter,Dem,J1MQ,T Marshall,-2.8313
May-78,Carter,Dem,J2MQ,J P Stevens,-1.8098
May-78,Carter,Dem,J3MQ,H Blackmun,-0.0273
May-78,Carter,Dem,J4MQ,P Stewart,0.4022
May-78,Carter,Dem,J5MQ,B White,0.436
May-78,Carter,Dem,J6MQ,L Powell,0.9696
May-78,Carter,Dem,J7MQ,W Brennan,1.7802
May-78,Carter,Dem,J8MQ,W Burger,1.89
May-78,Carter,Dem,J9MQ,W Rehnquist,2.969
Apr-78,Carter,Dem,J1MQ,T Marshall,-2.8313
Apr-78,Carter,Dem,J2MQ,J P Stevens,-1.8098
Apr-78,Carter,Dem,J3MQ,H Blackmun,-0.0273
Apr-78,Carter,Dem,J4MQ,P Stewart,0.4022
Apr-78,Carter,Dem,J5MQ,B White,0.436
Apr-78,Carter,Dem,J6MQ,L Powell,0.9696
Apr-78,Carter,Dem,J7MQ,W Brennan,1.7802
Apr-78,Carter,Dem,J8MQ,W Burger,1.89
Apr-78,Carter,Dem,J9MQ,W Rehnquist,2.969
Mar-78,Carter,Dem,J1MQ,T Marshall,-2.8313
Mar-78,Carter,Dem,J2MQ,J P Stevens,-1.8098
Mar-78,Carter,Dem,J3MQ,H Blackmun,-0.0273
Mar-78,Carter,Dem,J4MQ,P Stewart,0.4022
Mar-78,Carter,Dem,J5MQ,B White,0.436
Mar-78,Carter,Dem,J6MQ,L Powell,0.9696
Mar-78,Carter,Dem,J7MQ,W Brennan,1.7802
Mar-78,Carter,Dem,J8MQ,W Burger,1.89
Mar-78,Carter,Dem,J9MQ,W Rehnquist,2.969
Feb-78,Carter,Dem,J1MQ,T Marshall,-2.8313
Feb-78,Carter,Dem,J2MQ,J P Stevens,-1.8098
Feb-78,Carter,Dem,J3MQ,H Blackmun,-0.0273
Feb-78,Carter,Dem,J4MQ,P Stewart,0.4022
Feb-78,Carter,Dem,J5MQ,B White,0.436
Feb-78,Carter,Dem,J6MQ,L Powell,0.9696
Feb-78,Carter,Dem,J7MQ,W Brennan,1.7802
Feb-78,Carter,Dem,J8MQ,W Burger,1.89
Feb-78,Carter,Dem,J9MQ,W Rehnquist,2.969
Jan-78,Carter,Dem,J1MQ,T Marshall,-2.8313
Jan-78,Carter,Dem,J2MQ,J P Stevens,-1.8098
Jan-78,Carter,Dem,J3MQ,H Blackmun,-0.0273
Jan-78,Carter,Dem,J4MQ,P Stewart,0.4022
Jan-78,Carter,Dem,J5MQ,B White,0.436
Jan-78,Carter,Dem,J6MQ,L Powell,0.9696
Jan-78,Carter,Dem,J7MQ,W Brennan,1.7802
Jan-78,Carter,Dem,J8MQ,W Burger,1.89
Jan-78,Carter,Dem,J9MQ,W Rehnquist,2.969
Dec-77,Carter,Dem,J1MQ,T Marshall,-2.8313
Dec-77,Carter,Dem,J2MQ,J P Stevens,-1.8098
Dec-77,Carter,Dem,J3MQ,H Blackmun,-0.0273
Dec-77,Carter,Dem,J4MQ,P Stewart,0.4022
Dec-77,Carter,Dem,J5MQ,B White,0.436
Dec-77,Carter,Dem,J6MQ,L Powell,0.9696
Dec-77,Carter,Dem,J7MQ,W Brennan,1.7802
Dec-77,Carter,Dem,J8MQ,W Burger,1.89
Dec-77,Carter,Dem,J9MQ,W Rehnquist,2.969
Nov-77,Carter,Dem,J1MQ,T Marshall,-2.8313
Nov-77,Carter,Dem,J2MQ,J P Stevens,-1.8098
Nov-77,Carter,Dem,J3MQ,H Blackmun,-0.0273
Nov-77,Carter,Dem,J4MQ,P Stewart,0.4022
Nov-77,Carter,Dem,J5MQ,B White,0.436
Nov-77,Carter,Dem,J6MQ,L Powell,0.9696
Nov-77,Carter,Dem,J7MQ,W Brennan,1.7802
Nov-77,Carter,Dem,J8MQ,W Burger,1.89
Nov-77,Carter,Dem,J9MQ,W Rehnquist,2.969
Oct-77,Carter,Dem,J1MQ,T Marshall,-2.8313
Oct-77,Carter,Dem,J2MQ,J P Stevens,-1.8098
Oct-77,Carter,Dem,J3MQ,H Blackmun,-0.0273
Oct-77,Carter,Dem,J4MQ,P Stewart,0.4022
Oct-77,Carter,Dem,J5MQ,B White,0.436
Oct-77,Carter,Dem,J6MQ,L Powell,0.9696
Oct-77,Carter,Dem,J7MQ,W Brennan,1.7802
Oct-77,Carter,Dem,J8MQ,W Burger,1.89
Oct-77,Carter,Dem,J9MQ,W Rehnquist,2.969
Sep-77,Carter,Dem,J1MQ,T Marshall,-2.8313
Sep-77,Carter,Dem,J2MQ,J P Stevens,-1.8098
Sep-77,Carter,Dem,J3MQ,H Blackmun,-0.0273
Sep-77,Carter,Dem,J4MQ,P Stewart,0.4022
Sep-77,Carter,Dem,J5MQ,B White,0.436
Sep-77,Carter,Dem,J6MQ,L Powell,0.9696
Sep-77,Carter,Dem,J7MQ,W Brennan,1.7802
Sep-77,Carter,Dem,J8MQ,W Burger,1.89
Sep-77,Carter,Dem,J9MQ,W Rehnquist,2.969
Aug-77,Carter,Dem,J1MQ,T Marshall,-2.8313
Aug-77,Carter,Dem,J2MQ,J P Stevens,-1.8098
Aug-77,Carter,Dem,J3MQ,H Blackmun,-0.0273
Aug-77,Carter,Dem,J4MQ,P Stewart,0.4022
Aug-77,Carter,Dem,J5MQ,B White,0.436
Aug-77,Carter,Dem,J6MQ,L Powell,0.9696
Aug-77,Carter,Dem,J7MQ,W Brennan,1.7802
Aug-77,Carter,Dem,J8MQ,W Burger,1.89
Aug-77,Carter,Dem,J9MQ,W Rehnquist,2.969
Jul-77,Carter,Dem,J1MQ,T Marshall,-2.8313
Jul-77,Carter,Dem,J2MQ,J P Stevens,-1.8098
Jul-77,Carter,Dem,J3MQ,H Blackmun,-0.0273
Jul-77,Carter,Dem,J4MQ,P Stewart,0.4022
Jul-77,Carter,Dem,J5MQ,B White,0.436
Jul-77,Carter,Dem,J6MQ,L Powell,0.9696
Jul-77,Carter,Dem,J7MQ,W Brennan,1.7802
Jul-77,Carter,Dem,J8MQ,W Burger,1.89
Jul-77,Carter,Dem,J9MQ,W Rehnquist,2.969
Jun-77,Carter,Dem,J1MQ,T Marshall,-2.8313
Jun-77,Carter,Dem,J2MQ,J P Stevens,-1.8098
Jun-77,Carter,Dem,J3MQ,H Blackmun,-0.0273
Jun-77,Carter,Dem,J4MQ,P Stewart,0.4022
Jun-77,Carter,Dem,J5MQ,B White,0.436
Jun-77,Carter,Dem,J6MQ,L Powell,0.9696
Jun-77,Carter,Dem,J7MQ,W Brennan,1.7802
Jun-77,Carter,Dem,J8MQ,W Burger,1.89
Jun-77,Carter,Dem,J9MQ,W Rehnquist,2.969
May-77,Carter,Dem,J1MQ,T Marshall,-2.8313
May-77,Carter,Dem,J2MQ,J P Stevens,-1.8098
May-77,Carter,Dem,J3MQ,H Blackmun,-0.0273
May-77,Carter,Dem,J4MQ,P Stewart,0.4022
May-77,Carter,Dem,J5MQ,B White,0.436
May-77,Carter,Dem,J6MQ,L Powell,0.9696
May-77,Carter,Dem,J7MQ,W Brennan,1.7802
May-77,Carter,Dem,J8MQ,W Burger,1.89
May-77,Carter,Dem,J9MQ,W Rehnquist,2.969
Apr-77,Carter,Dem,J1MQ,T Marshall,-2.8313
Apr-77,Carter,Dem,J2MQ,J P Stevens,-1.8098
Apr-77,Carter,Dem,J3MQ,H Blackmun,-0.0273
Apr-77,Carter,Dem,J4MQ,P Stewart,0.4022
Apr-77,Carter,Dem,J5MQ,B White,0.436
Apr-77,Carter,Dem,J6MQ,L Powell,0.9696
Apr-77,Carter,Dem,J7MQ,W Brennan,1.7802
Apr-77,Carter,Dem,J8MQ,W Burger,1.89
Apr-77,Carter,Dem,J9MQ,W Rehnquist,2.969
Mar-77,Carter,Dem,J1MQ,T Marshall,-2.8313
Mar-77,Carter,Dem,J2MQ,J P Stevens,-1.8098
Mar-77,Carter,Dem,J3MQ,H Blackmun,-0.0273
Mar-77,Carter,Dem,J4MQ,P Stewart,0.4022
Mar-77,Carter,Dem,J5MQ,B White,0.436
Mar-77,Carter,Dem,J6MQ,L Powell,0.9696
Mar-77,Carter,Dem,J7MQ,W Brennan,1.7802
Mar-77,Carter,Dem,J8MQ,W Burger,1.89
Mar-77,Carter,Dem,J9MQ,W Rehnquist,2.969
Feb-77,Carter,Dem,J1MQ,T Marshall,-2.8313
Feb-77,Carter,Dem,J2MQ,J P Stevens,-1.8098
Feb-77,Carter,Dem,J3MQ,H Blackmun,-0.0273
Feb-77,Carter,Dem,J4MQ,P Stewart,0.4022
Feb-77,Carter,Dem,J5MQ,B White,0.436
Feb-77,Carter,Dem,J6MQ,L Powell,0.9696
Feb-77,Carter,Dem,J7MQ,W Brennan,1.7802
Feb-77,Carter,Dem,J8MQ,W Burger,1.89
Feb-77,Carter,Dem,J9MQ,W Rehnquist,2.969
Jan-77,Carter,Dem,J1MQ,T Marshall,-2.8313
Jan-77,Carter,Dem,J2MQ,J P Stevens,-1.8098
Jan-77,Carter,Dem,J3MQ,H Blackmun,-0.0273
Jan-77,Carter,Dem,J4MQ,P Stewart,0.4022
Jan-77,Carter,Dem,J5MQ,B White,0.436
Jan-77,Carter,Dem,J6MQ,L Powell,0.9696
Jan-77,Carter,Dem,J7MQ,W Brennan,1.7802
Jan-77,Carter,Dem,J8MQ,W Burger,1.89
Jan-77,Carter,Dem,J9MQ,W Rehnquist,2.969
Dec-76,Ford,Rep,J1MQ,T Marshall,-2.8313
Dec-76,Ford,Rep,J2MQ,J P Stevens,-1.8098
Dec-76,Ford,Rep,J3MQ,H Blackmun,-0.0273
Dec-76,Ford,Rep,J4MQ,P Stewart,0.4022
Dec-76,Ford,Rep,J5MQ,B White,0.436
Dec-76,Ford,Rep,J6MQ,L Powell,0.9696
Dec-76,Ford,Rep,J7MQ,W Brennan,1.7802
Dec-76,Ford,Rep,J8MQ,W Burger,1.89
Dec-76,Ford,Rep,J9MQ,W Rehnquist,2.969
Nov-76,Ford,Rep,J1MQ,T Marshall,-2.8313
Nov-76,Ford,Rep,J2MQ,J P Stevens,-1.8098
Nov-76,Ford,Rep,J3MQ,H Blackmun,-0.0273
Nov-76,Ford,Rep,J4MQ,P Stewart,0.4022
Nov-76,Ford,Rep,J5MQ,B White,0.436
Nov-76,Ford,Rep,J6MQ,L Powell,0.9696
Nov-76,Ford,Rep,J7MQ,W Brennan,1.7802
Nov-76,Ford,Rep,J8MQ,W Burger,1.89
Nov-76,Ford,Rep,J9MQ,W Rehnquist,2.969
Oct-76,Ford,Rep,J1MQ,T Marshall,-2.8313
Oct-76,Ford,Rep,J2MQ,J P Stevens,-1.8098
Oct-76,Ford,Rep,J3MQ,H Blackmun,-0.0273
Oct-76,Ford,Rep,J4MQ,P Stewart,0.4022
